source,target,source label,label,predicate_type,predicate uri
11462,21457,bean (frozen),seed- skin present- germ present,derives from,
11462,21476,bean (frozen),preservation by freezing,formed as a result of,
11463,21491,cottage cheese (vegetable added),semisolid with solid pieces,has quality,
11463,21459,cottage cheese (vegetable added),partially heat-treated,has quality,
11463,21460,cottage cheese (vegetable added),curd,derives from,
11463,15328,cottage cheese (vegetable added),lactic acid fermentation process,formed as a result of,
11463,21461,cottage cheese (vegetable added),pasteurization by heating,formed as a result of,
11463,9118,cottage cheese (vegetable added),obsolete: vegetable added,has substance added,
11464,21486,beverage syrup (lingonberry-flavored),liquid- high viscosity- with no visible particles,has quality,
11464,21456,beverage syrup (lingonberry-flavored),fully heat-treated,has quality,
11464,9303,beverage syrup (lingonberry-flavored),beverage base- liquid,has quality,
11464,7427,beverage syrup (lingonberry-flavored),sugar,derives from,
11464,21494,beverage syrup (lingonberry-flavored),acidified,formed as a result of,
11464,21470,beverage syrup (lingonberry-flavored),flavoring or taste ingredient added,has substance added,
11468,14683,chocolate crumb,finely ground,has quality,
11468,21456,chocolate crumb,fully heat-treated,has quality,
11468,21493,chocolate crumb,sucrose,derives from,
11468,7886,chocolate crumb,microbial/enzymatic modification process,formed as a result of,
11468,21467,chocolate crumb,water removal process,formed as a result of,
11468,10001,chocolate crumb,curing or aging process,formed as a result of,
11468,21680,chocolate crumb,spray-drying,formed as a result of,
11468,21498,chocolate crumb,chocolate or cocoa added,has substance added,
11468,21641,chocolate crumb,animal fat or oil added,has substance added,
11470,21491,cottage cheese (creamed- fruit added),semisolid with solid pieces,has quality,
11470,21459,cottage cheese (creamed- fruit added),partially heat-treated,has quality,
11470,21460,cottage cheese (creamed- fruit added),curd,derives from,
11470,15328,cottage cheese (creamed- fruit added),lactic acid fermentation process,formed as a result of,
11470,21477,cottage cheese (creamed- fruit added),http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
11470,21523,cottage cheese (creamed- fruit added),dairy product added,has substance added,
11472,21464,green cabbage (whole- raw),whole- natural shape,has quality,
11472,21462,green cabbage (whole- raw),not heat-treated,has quality,
11472,11831,green cabbage (whole- raw),head (plant),derives from,
11474,9719,beverage (dietetic- not further specified),food (liquid),has quality,
11474,21481,beverage (dietetic- not further specified),flavoring- spice or herb added,has substance added,
11474,6154,beverage (dietetic- not further specified),dietary claim or use,has consumer,
11475,21549,chicken head (frozen- ground for feed),disintegrated or ground,has quality,
11475,10559,chicken head (frozen- ground for feed),part of animal,derives from,
11475,21476,chicken head (frozen- ground for feed),preservation by freezing,formed as a result of,
11475,15818,chicken head (frozen- ground for feed),food animal as consumer,has consumer,
11476,21464,wakame,whole- natural shape,has quality,
11476,21462,wakame,not heat-treated,has quality,
11476,18436,wakame,whole plant or most parts used,derives from,
11477,21483,crab (deviled- packed in crab shell),whole- shape achieved by forming,has quality,
11477,18315,crab (deviled- packed in crab shell),skeletal meat part- without bone or shell,derives from,
11477,21529,crab (deviled- packed in crab shell),spice or herb added,has substance added,
11477,21534,crab (deviled- packed in crab shell),http://purl.obolibrary.org/obo/FOODON_03460186,has substance added,
11480,2978,infant food (meat),semisolid with smooth consistency,has quality,
11480,21456,infant food (meat),fully heat-treated,has quality,
11480,19022,infant food (meat),skeletal meat part- without bone- without skin,derives from,
11480,21484,infant food (meat),sterilization by heating,formed as a result of,
11480,21607,infant food (meat),water addition process,has substance added,
11480,21528,infant food (meat),infant or toddler consumer,has consumer,
11481,5842,mescal,glass container,surrounded by,
11481,21463,mescal,liquid- low viscosity- with no visible particles,has quality,
11481,21456,mescal,fully heat-treated,has quality,
11481,15104,mescal,heart (plant),derives from,
11481,13482,mescal,glass,adjacent to,http://purl.obolibrary.org/obo/RO_0002220
11481,13230,mescal,alcohol fermentation process,formed as a result of,
11481,8589,mescal,food distillation process,formed as a result of,
11481,21509,mescal,preservation by fermentation,formed as a result of,
11482,21486,imitation fruit flavored drinks and ades (frozen concentrates),liquid- high viscosity- with no visible particles,has quality,
11482,21467,imitation fruit flavored drinks and ades (frozen concentrates),water removal process,formed as a result of,
11482,11479,imitation fruit flavored drinks and ades (frozen concentrates),flavoring added- artificial,formed as a result of,
11482,21476,imitation fruit flavored drinks and ades (frozen concentrates),preservation by freezing,formed as a result of,
11482,21490,imitation fruit flavored drinks and ades (frozen concentrates),sweetener added,has substance added,
11486,9719,tom collins mix,food (liquid),has quality,
11486,21456,tom collins mix,fully heat-treated,has quality,
11486,5438,tom collins mix,beverage base,has quality,
11486,21493,tom collins mix,sucrose,derives from,
11486,21470,tom collins mix,flavoring or taste ingredient added,has substance added,
11487,21464,maine oyster (raw),whole- natural shape,has quality,
11487,21462,maine oyster (raw),not heat-treated,has quality,
11487,21508,maine oyster (raw),whole animal or most parts used,derives from,
11489,21463,rose wine,liquid- low viscosity- with no visible particles,has quality,
11489,21473,rose wine,fruit- peel present- core- pit or seed present,derives from,
11489,13230,rose wine,alcohol fermentation process,formed as a result of,
11490,21458,crustacean (cooked),solid,has quality,
11490,21456,crustacean (cooked),fully heat-treated,has quality,
11490,18205,crustacean (cooked),skeletal meat part,derives from,
11491,21458,cheddar cheese (filled- containing margarine),solid,has quality,
11491,21460,cheddar cheese (filled- containing margarine),curd,derives from,
11491,4883,cheddar cheese (filled- containing margarine),lactic acid-other agent fermentation process,formed as a result of,
11491,8400,cheddar cheese (filled- containing margarine),fat substitution process,formed as a result of,
11491,21642,cheddar cheese (filled- containing margarine),margarine added,has substance added,
11494,21464,pickle (polish),whole- natural shape,has quality,
11494,21459,pickle (polish),partially heat-treated,has quality,
11494,21473,pickle (polish),fruit- peel present- core- pit or seed present,derives from,
11494,21526,pickle (polish),pickling process,formed as a result of,
11494,21494,pickle (polish),acidified,formed as a result of,
11494,21529,pickle (polish),spice or herb added,has substance added,
11494,21569,pickle (polish),packed in salt brine,immersed in,
11495,18178,chocolate shortbread cookie,whole- shape achieved by forming- thickness 0.3-1.5 cm.,has quality,
11495,21456,chocolate shortbread cookie,fully heat-treated,has quality,
11495,21530,chocolate shortbread cookie,seed- skin removed- germ removed (endosperm),derives from,
11495,12823,chocolate shortbread cookie,food baking process,formed as a result of,
11495,7886,chocolate shortbread cookie,microbial/enzymatic modification process,formed as a result of,
11495,10001,chocolate shortbread cookie,curing or aging process,formed as a result of,
11495,21533,chocolate shortbread cookie,sucrose added,has substance added,
11495,21534,chocolate shortbread cookie,http://purl.obolibrary.org/obo/FOODON_03460186,has substance added,
11495,21511,chocolate shortbread cookie,fat or oil added,has substance added,
11495,21498,chocolate shortbread cookie,chocolate or cocoa added,has substance added,
11499,21464,pistachio nut (whole- raw),whole- natural shape,has quality,
11499,21516,pistachio nut (whole- raw),seed (anatomical part),derives from,
11499,21467,pistachio nut (whole- raw),water removal process,formed as a result of,
11499,21468,pistachio nut (whole- raw),preservation by dehydration or drying,formed as a result of,
11500,21458,pork loin (uncooked- cured),solid,has quality,
11500,21462,pork loin (uncooked- cured),not heat-treated,has quality,
11500,6956,pork loin (uncooked- cured),loin,has quality,
11500,18205,pork loin (uncooked- cured),skeletal meat part,derives from,
11500,10001,pork loin (uncooked- cured),curing or aging process,formed as a result of,
11501,2282,rose hip tea (dry),divided into pieces,has quality,
11501,21473,rose hip tea (dry),fruit- peel present- core- pit or seed present,derives from,
11501,21467,rose hip tea (dry),water removal process,formed as a result of,
11501,21468,rose hip tea (dry),preservation by dehydration or drying,formed as a result of,
11502,2978,margarine substitute,semisolid with smooth consistency,has quality,
11502,484,margarine substitute,fat or oil,derives from,
11505,18366,olives (canned),can- bottle or jar,surrounded by,
11505,21458,olives (canned),solid,has quality,
11505,21456,olives (canned),fully heat-treated,has quality,
11505,21635,olives (canned),fruit- peel present,derives from,
11505,21484,olives (canned),sterilization by heating,formed as a result of,
11509,21483,candy (artificially and naturally flavored),whole- shape achieved by forming,has quality,
11509,21456,candy (artificially and naturally flavored),fully heat-treated,has quality,
11509,7427,candy (artificially and naturally flavored),sugar,derives from,
11509,11479,candy (artificially and naturally flavored),flavoring added- artificial,formed as a result of,
11509,21542,candy (artificially and naturally flavored),flavoring- spice or herb added- natural,formed as a result of,
11512,21458,cusk eel (raw),solid,has quality,
11512,21462,cusk eel (raw),not heat-treated,has quality,
11512,14356,cusk eel (raw),whole animal- skinned- defeathered or scaled- eviscerated,derives from,
11515,2954,cream pie,whole- shape achieved by forming- thickness 1.5-7 cm.,has quality,
11515,21456,cream pie,fully heat-treated,has quality,
11515,21504,cream pie,milk (mammary secretion),derives from,
11515,12823,cream pie,food baking process,formed as a result of,
11515,21501,cream pie,food filling process,formed as a result of,
11515,21510,cream pie,grain added,has substance added,
